Rank,Kingdom,Group,KvK,KvK Start,KvK End,Power,Power Capped,KP,Dead,CH25
116,2690,A,C13200 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,13966050110,13965082877,4.94542E+11,2685289031,300
117,2783,A,,,,13951760856,13951760856,78697718827,1827714770,300
118,1611,A,,,,13937216323,13937216323,1.83189E+11,2024530057,277
119,3248,A,,,,13884775206,13875213021,3.81187E+11,2983270672,300
120,1271,A,,,,13828657947,13828657947,1.07612E+11,2142372888,244
121,3652,A,C13237 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,13747108560,13747108560,1.98627E+11,1900215290,300
122,3462,A,,,,13719932031,13711386046,4.36397E+11,2631914143,300
123,2103,A,,,,13713711943,13639056487,7.11869E+11,3099408690,279
124,1169,A,C13193 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,13680017305,13680017305,5.0247E+11,3883542391,300
125,3322,A,,,,13671547794,13666972120,1.34134E+11,3117014103,292
126,3743,A,,,,13631971985,13627947142,7.46209E+11,2864516488,300
127,3307,A,,,,13629006536,13629006536,2.254E+11,2566763075,284
128,1761,A,,,,13587854441,13580896240,7.0534E+11,3113277610,300
129,1368,A,C13226 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,13569829959,13536967551,7.67612E+11,4190786075,300
130,1612,A,,,,13524892376,13513358336,3.93784E+11,2988753213,300
131,2212,A,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,13521975349,13521975349,3.7419E+11,2924457486,286
132,2260,A,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,13466670506,13447237399,2.0942E+11,2436818292,258
133,1525,A,,,,13451037264,13424095242,7.72889E+11,3774154069,300
134,3813,A,C13236 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,13448445526,13448445526,1.11445E+11,1220905446,300
135,2397,A,,,,13442702358,13442702358,6.04949E+11,2952832006,300
136,3406,A,C13226 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,13422719563,13422719563,5.18716E+11,3262363093,300
137,3676,A,,,,13408793822,12621921891,4.68987E+11,1977797774,295
138,2345,A,,,,13386162742,13386162742,2.00053E+11,2665399206,255
139,2080,A,C13232 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,13380481292,13352015914,2.26403E+11,2277213751,274
140,1337,A,C13193 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,13356699951,5789455168,4.46192E+11,1428856218,244
141,3074,A,,,,13349030427,13286149085,7.16219E+11,3686928423,300
142,3025,A,C13193 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,13323419469,12183600523,5.38196E+11,2921557164,234
143,2400,A,,,,13323133914,13323133914,2.55042E+11,2545049012,293
144,1277,A,,,,13319079754,13319079754,1.81018E+11,2551246142,296
145,1559,A,,,,13295470701,13029333062,1.48959E+11,2728120972,216
146,3637,A,,,,13275527554,13275527554,94635337994,1499180273,300
147,2385,A,,,,13251454311,13251454311,1.19417E+11,2344733062,273
148,3757,A,C13226 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,13227262233,790894442,1.89354E+11,96445834,263
149,3816,A,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,13225421688,13170882187,70930713411,1173351389,297
150,3695,A,,,,13205730750,13161404886,1.03313E+12,3660406157,300
151,1418,A,C13201 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,13152517411,13152517411,3.3064E+11,2684915000,265
152,1047,A,,,,13124869570,13124869570,1.26125E+11,2179576079,237
153,3818,A,C13209 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,13086499286,13086499286,2.92109E+11,1720760216,300
154,3376,A,C13226 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,13005396104,13005396104,5.7042E+11,3027666011,300
155,3501,A,,,,12972419453,12972419453,1.47386E+11,2186959888,291
156,1507,A,,,,12950103040,12943906718,2.79447E+11,2458270491,277
157,1148,A,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12926547119,12926547119,1.67676E+11,2459967483,254
158,3094,A,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12914910259,12833485379,1.87429E+11,2787831353,252
159,1370,A,,,,12908125625,12908125625,1.36255E+11,2137328159,233
160,3542,A,C13226 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12888497514,12888497514,6.42618E+11,3047967958,300
161,3099,A,C13209 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12883309533,12883309533,5.77924E+11,2640675694,276
162,3217,A,,,,12873153120,12871913771,4.1752E+11,2695379799,282
163,2267,A,C13235 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12857991812,12684828142,8.41894E+11,3246543469,300
164,3777,A,C13200 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12828668269,12799585724,4.59056E+11,2413085997,300
165,3125,A,,,,12796020115,12796020115,2.71904E+11,2180067473,300
166,3860,A,,,,12793571696,12790561225,1.4787E+11,1262535048,294
167,1839,A,C13202 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12788812259,5065335907,1.47534E+11,1028286575,245
168,2026,A,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12715855937,12687931145,4.15348E+11,2290226271,300
169,2183,A,,,,12693039826,12647520324,4.00058E+11,2961066381,230
170,2929,A,C13203 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12684072390,12198421321,1.51535E+11,2428721677,284
171,2707,A,C13203 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12672201264,5516633669,1.56393E+11,911966909,291
172,1163,A,,,,12669849190,12625628257,8.14679E+11,3210415904,300
173,3913,A,,,,12664574298,12664574298,2.0289E+11,851144707,300
174,1414,A,,,,12642552513,12642552513,3.71644E+11,2960019688,287
175,2261,A,,,,12640835728,12640381086,4.38761E+11,2251642809,287
176,3013,A,C13193 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12623675865,12623675865,4.112E+11,2767562180,300
177,1265,A,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12610626758,12606947069,2.56034E+11,2262446276,300
178,2755,A,,,,12592557846,11240363611,3.62196E+11,2449996466,237
179,3244,A,C13185 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12587635838,12587635838,2.13576E+11,2650368455,276
180,2537,A,,,,12573432021,12549011134,83130254486,1763487769,248
181,1227,A,,,,12551135857,12547310485,1.07162E+11,2138776513,236
182,1185,A,,,,12520041247,12520041247,3.26438E+11,2705183613,282
183,1756,A,,,,12504265835,12504265835,1.85937E+11,2761516822,247
184,2149,A,,,,12489134813,12489134813,5.23199E+11,3576455844,280
185,2112,A,,,,12467885663,12462904905,3.39218E+11,2740497984,300
186,3710,A,,,,12452185389,12452185389,80625318142,1005274115,283
187,3331,A,C13210 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12439167553,12428423187,5.559E+11,2910114321,266
188,1837,A,,,,12430920743,12425071130,1.58704E+11,2241635484,210
189,3342,A,,,,12426674405,12020330123,4.31261E+11,2272524389,267
190,1123,A,,,,12424218650,12423335658,2.31104E+11,2516195466,236
191,3230,A,C13238 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12400720586,12400720586,94540363705,1736260083,256
192,2050,A,,,,12390161652,12390161652,1.65908E+11,2249047180,253
193,3772,A,,,,12387402202,12387161209,2.26034E+11,1340210817,300
194,1824,A,C13232 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12382342444,12373787350,4.69984E+11,2735381246,300
195,2988,A,C13193 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12381482868,10110345668,3.73406E+11,2149688363,270
196,1184,A,,,,12373387032,12372895984,6.48261E+11,3330620967,300
197,3372,A,,,,12365144613,12330916799,5.43812E+11,2597804368,258
198,3271,A,C13231 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12342261953,12342261953,3.67213E+11,2642987625,300
199,2529,A,"C13191 (Immigration), C13182 (Immigration)",2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12322506070,12322506070,59005996059,1889403647,275
200,2777,A,C13196 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12314516435,8398096355,1.5705E+11,1688714869,266
201,3671,A,C13202 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12311765062,12032435735,2.31757E+11,2033793089,285
202,3002,A,C13233 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12311223770,11413041855,3.34047E+11,2363776607,241
203,3228,A,,,,12300663856,11344095413,1.13602E+11,1906416474,236
204,3155,A,,,,12254637336,12065618124,8.77985E+11,3274096778,222
205,3419,A,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12193625428,10718987168,1.70685E+11,1887701747,210
206,3852,A,,,,12192855420,12156362252,2.2894E+11,1290040259,300
207,2627,A,,,,12191218374,12190446462,3.18514E+11,2542553515,300
208,3727,A,C13201 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12188887150,12128523868,4.32763E+11,2179274705,291
209,2262,A,C13205 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12154096721,10362669110,1.21604E+11,1887219484,242
210,3453,A,,,,12141479250,12114254656,5.88348E+11,2601996615,242
211,1196,A,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12124597758,11257183205,1.10198E+11,2070618959,227
212,1387,A,,,,12110431584,12096041865,91464769921,1818465301,196
213,3224,A,,,,12110387094,10999398076,1.68992E+11,1991547413,247
214,1989,A,,,,12089249473,12088084693,2.98754E+11,2867664428,257
215,2581,A,,,,12076295105,12073184085,4.49295E+11,2674902478,300
216,3756,A,,,,12060394409,12060394409,65454472342,1299485810,300
217,1879,A,C13199 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,12052553952,12044957790,8.2138E+11,3814722213,300
218,3273,A,,,,12051481105,12051481105,1.47742E+11,1931671176,300
219,2170,A,,,,12037945613,12037945613,98209858721,2154190328,240
220,1679,A,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12015316263,10838813391,78906019839,1492689096,178
221,1553,A,C13239 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,12012896985,11205613530,1.36092E+11,1769877340,215
222,1158,A,,,,12004271947,11628344668,4.93475E+11,2818467946,277
223,2246,A,C13209 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11996918034,11985472370,3.09856E+11,2211389189,300
224,3374,A,,,,11979415184,11979415184,1.2469E+11,2080836946,262
225,2907,A,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11958984063,11735354895,5.75197E+11,2861428906,300
226,1330,A,C13233 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11948805942,9778879068,1.80654E+11,2272374976,209
227,1672,A,,,,11948582618,11948046290,1.47548E+11,2178690082,205
228,3294,A,C13238 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11944259759,11942357589,3.10428E+11,2265432860,247
229,1994,A,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11910445741,11907471531,1.46157E+11,2515524664,268
230,1615,A,C13182 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11909744337,11906193749,4.26649E+11,2728766054,300
231,3836,A,,,,11876403442,11876403442,81444871899,819324899,300
232,1538,A,C13210 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11859381524,11859381524,2.84484E+11,2861695489,190
233,3199,A,C13226 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11854995687,11849002688,5.03982E+11,2886960938,267
234,1447,A,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11837884063,11824090560,3.70259E+11,2788678148,296
235,1385,A,C13234 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11788376284,11773999997,3.79189E+11,2968560885,227
236,1287,A,,,,11784958361,11774991426,1.0454E+11,1663586290,203
237,2811,A,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11752537085,11752537085,67118420004,1825766826,259
238,3275,A,,,,11749911929,11749911929,2.61047E+11,2095411952,300
239,3065,A,C13182 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11746843449,11746440944,3.21304E+11,2136493825,300
240,3052,A,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11725542529,10893691003,2.20723E+11,2165165279,248
241,3758,A,C13210 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11725039717,11712638548,3.00535E+11,1718519954,300
242,2416,A,C13234 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11722466550,10099535496,3.30851E+11,2484294094,197
243,2975,A,C13226 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11720847580,11720561121,4.92471E+11,2768497768,300
244,2655,A,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11714522551,11712762723,2.2769E+11,2329090050,300
245,2657,A,,,,11713906985,11710175621,2.46023E+11,2106899082,293
246,3768,A,C13226 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11708589212,11667474629,5.12352E+11,2498688314,286
247,3561,A,C13182 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11707849393,6185266527,2.2049E+11,938942163,230
248,2350,A,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11705494509,6885927667,1.38987E+11,1315633898,203
249,2871,A,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11699923797,11699923797,89576895191,2043151486,239
250,2654,A,C13192 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11688804431,11656688909,4.87912E+11,2589314196,300
251,3835,A,,,,11687924193,11659643229,3.93505E+11,1659233426,294
252,2232,A,C13201 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11682379210,9649460734,1.24121E+11,1831518343,187
253,3886,A,C13206 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,11680182402,11680182402,1.4899E+11,799298040,298
254,2326,A,,,,11678038191,11678038191,78514618732,1739768751,212
255,1190,A,,,,11676827510,7229135960,1.11316E+11,1202488169,193
256,2600,A,C13185 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11676353990,11676353990,1.83814E+11,2239293447,254
257,3584,A,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11668594076,11668594076,3.28793E+11,2205292254,215
258,1071,A,,,,11665351069,11665351069,1.53788E+11,2067651697,212
259,2890,A,C13210 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11643778925,11637348144,4.3747E+11,2485401060,300
260,2396,A,C13239 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11637716009,10383185503,1.69484E+11,1742758335,213
261,2288,A,C13231 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11630284946,10010705955,2.60974E+11,2182844144,213
262,3807,A,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11612103022,11612103022,1.26684E+11,1174599334,294
263,2010,A,C13193 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11595286031,11595286031,5.6824E+11,3282363056,300
264,3312,A,C13238 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11586487304,11586487304,2.31347E+11,1603546766,273
265,3840,A,,,,11568468521,11568468521,85305863592,904760797,300
266,3803,A,C13236 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11567061792,10958698075,1.14235E+11,985607306,257
267,3641,A,,,,11562216933,11562216933,86343905821,1040288888,274
268,1744,A,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11553482792,11553482792,1.19083E+11,1887504265,257
269,2776,A,C13202 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11545512941,10404034380,3.76848E+11,2265666703,288
270,2446,A,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11526955819,9720313591,1.96274E+11,1786068895,203
271,3233,A,C13231 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11524679650,11524679650,2.97952E+11,2243273418,300
272,2797,A,,,,11524275848,11524275848,1.52207E+11,1967976635,300
273,3388,A,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11513734879,11504423383,2.72462E+11,1573972117,300
274,2158,A,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11510640633,11479781728,5.49339E+11,2898004196,292
275,3865,A,C13206 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,11502498966,11502498966,1.18355E+11,758090492,259
276,2538,A,,,,11485681475,11480472206,6.51856E+11,3161958151,230
277,1301,A,C13234 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11473181012,8047903314,2.05981E+11,1476146078,204
278,2274,A,C13233 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11464375841,9525958808,3.30318E+11,2073190266,175
279,3862,A,,,,11457137158,11457137158,1.17634E+11,980956846,300
280,2143,A,,,,11454326726,11454326726,1.63292E+11,2326945231,206
281,2055,A,C13202 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11453523779,9599942924,5.13298E+11,2313799204,245
282,3265,A,,,,11433936344,11433936344,81062054430,1693078541,289
283,1380,A,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11405853760,11393765424,1.19803E+11,1511519811,204
284,1895,A,C13205 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11397315021,10849642716,1.3875E+11,2522975896,211
285,1222,A,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11378185545,11375558902,1.19434E+11,2123037223,217
286,3059,A,,,,11375355596,11337341986,7.44699E+11,2987759162,213
287,2715,A,C13192 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11369529213,11324069807,7.04411E+11,3211716582,169
288,2774,A,,,,11362631625,11354821983,4.84057E+11,2785842183,300
289,3788,A,,,,11356413458,11356413458,1.68558E+11,1507863481,300
290,2539,A,,,,11344843996,11344843996,2.90609E+11,2191312123,287
291,2370,A,C13235 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11343773946,11283739782,3.62457E+11,2866454925,250
292,2939,A,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11341923343,11341923343,4.59453E+11,2605684199,300
293,1357,A,C13186 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11315515983,9652667662,1.84831E+11,1599215622,244
294,1885,A,,,,11309942514,11267090601,6.58076E+11,3089225509,223
295,1258,A,,,,11306519904,11306519904,1.20876E+11,2259321618,220
296,3925,A,,,,11297940085,11297940085,40024530979,476990521,300
297,3610,A,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11291510334,11291510334,1.68695E+11,1972383677,262
298,3849,A,,,,11272213035,11272213035,1.77915E+11,1219782708,300
299,2256,A,,,,11257697235,11236407644,2.24851E+11,2125794348,220
300,1443,A,,,,11255289985,11252692775,2.09638E+11,2327657858,230
301,1241,A,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11238811003,11238811003,88937655980,1870590867,222
302,1152,A,,,,11234235146,11234235146,1.19846E+11,2325163908,245
303,2078,A,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11231893563,10408233630,2.29668E+11,2098803781,259
304,3021,A,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11219542208,11219542208,2.08557E+11,1858601557,300
305,3820,A,C13209 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11213786760,11213786760,1.77514E+11,1172882930,288
306,2391,A,C13239 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11178749135,11178749135,1.1352E+11,1839904617,223
307,2647,A,C13193 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11159218224,2979354302,5.87161E+11,873550135,218
308,1660,A,C13200 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11152909566,11047311538,8.07741E+11,3838808738,229
309,3491,A,C13185 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11152837483,11152837483,1.10776E+11,1685858799,255
310,1919,A,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11151091126,5457017667,1.69607E+11,1005746822,166
311,3087,A,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11147564129,9682745636,1.33161E+11,1543727844,195
312,2222,A,,,,11131992291,11131992291,1.47241E+11,1823432352,212
313,1457,A,C13233 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11127474405,7870341954,5.47758E+11,2103629576,219
314,1487,A,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11125935088,11123295911,4.58815E+11,2799447543,300
315,1034,A,C13201 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11118892440,4107684581,6.91412E+11,1076945722,251
316,3114,A,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,11118236775,11118236775,91079770305,1590962052,220
317,3181,A,C13243 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11117682359,8430279904,2.13203E+11,1542760251,191
318,1943,A,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11115891780,9474786037,2.20184E+11,1975286530,247
319,1103,A,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11110129792,11103041141,3.31729E+11,2361921302,202
320,3202,A,C13209 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11102912456,11102912456,5.53628E+11,2575171193,256
321,2940,A,,,,11099305776,11097291123,3.14335E+11,2295407164,223
322,2126,A,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,11091900032,10168510301,83009265163,1894879614,209
